Vyacheslav SKOROMNOV,SHUZBM0203197401,QAT,9.7,10.6,9.4,10.4,10.0,9.7,10.6,9.4,10.4,10.0,9.7,10.0,9.9,9.7,9.8,9.7,10.0,9.9,9.7,9.8,10.5,10.0,10.0,10.6,10.4,10.5,10.0,10.0,10.6,10.4,10.1,10.2,10.1,10.4,10.4,10.1,10.2,10.1,10.4,10.4,10.7,10.5,10.6,10.0,10.5,10.7,10.5,10.6,10.0,10.5,10.2,10.4,10.1,10.0,10.6,10.2,10.4,10.1,10.0,10.6
Yifei CAO,SHCHNM2005198801,CHN,9.9,10.8,10.1,10.6,10.6,9.9,10.8,10.1,10.6,10.6,10.6,10.6,10.2,10.2,10.2,10.6,10.6,10.2,10.2,10.2,10.6,10.5,10.6,10.5,10.2,10.6,10.5,10.6,10.5,10.2,10.2,10.7,10.8,10.8,10.5,10.2,10.7,10.8,10.8,10.5,10.4,10.3,10.4,10.5,10.6,10.4,10.3,10.4,10.5,10.6,10.7,10.3,10.2,10.3,10.6,10.7,10.3,10.2,10.3,10.6
Celdon Jude ARELLANO,SHPHIM0311199701,PHI,9.7,10.6,10.1,10.3,9.9,9.7,10.6,10.1,10.3,9.9,8.9,10.3,9.6,10.4,10.3,8.9,10.3,9.6,10.4,10.3,9.8,10.8,9.9,9.1,9.4,9.8,10.8,9.9,9.1,9.4,10.7,9.5,10.2,10.5,10.3,10.7,9.5,10.2,10.5,10.3,10.5,10.4,10.6,10.8,9.3,10.5,10.4,10.6,10.8,9.3,10.0,10.3,10.2,10.4,10.1,10.0,10.3,10.2,10.4,10.1
Tianyou LIU,SHCHNM0204198201,CHN,10.7,10.4,10.1,10.5,10.2,10.7,10.4,10.1,10.5,10.2,10.5,10.9,10.7,10.7,10.4,10.5,10.9,10.7,10.7,10.4,10.9,10.7,10.0,10.6,10.6,10.9,10.7,10.0,10.6,10.6,10.2,10.3,10.7,10.6,10.3,10.2,10.3,10.7,10.6,10.3,10.6,10.5,10.2,10.2,10.3,10.6,10.5,10.2,10.2,10.3,10.7,9.9,10.6,10.4,10.6,10.7,9.9,10.6,10.4,10.6
Juho KURKI,SHFINM2012199101,FIN,9.9,9.5,10.2,10.7,10.5,9.9,9.5,10.2,10.7,10.5,9.9,10.2,10.1,10.2,9.9,9.9,10.2,10.1,10.2,9.9,10.6,10.9,10.6,10.1,10.1,10.6,10.9,10.6,10.1,10.1,10.3,10.4,10.7,10.5,10.8,10.3,10.4,10.7,10.5,10.8,10.9,10.2,10.4,10.4,10.5,10.9,10.2,10.4,10.4,10.5,10.5,10.4,10.1,10.4,10.5,10.5,10.4,10.1,10.4,10.5
Sergey KAMENSKIY,SHRUSM0710198701,RUS,10.5,10.9,10.5,10.3,10.0,10.5,10.9,10.5,10.3,10.0,10.2,10.2,10.3,10.2,10.1,10.2,10.2,10.3,10.2,10.1,10.5,10.1,10.7,10.5,10.5,10.5,10.1,10.7,10.5,10.5,10.8,10.9,10.5,10.2,10.6,10.8,10.9,10.5,10.2,10.6,10.7,10.2,10.6,10.5,10.6,10.7,10.2,10.6,10.5,10.6,9.9,10.4,10.5,10.5,10.4,9.9,10.4,10.5,10.5,10.4
Alexis RAYNAUD,SHFRAM1908199401,FRA,9.9,9.6,9.8,10.2,9.6,9.9,9.6,9.8,10.2,9.6,10.4,10.5,10.3,10.3,10.1,10.4,10.5,10.3,10.3,10.1,9.8,10.3,10.0,10.3,10.4,9.8,10.3,10.0,10.3,10.4,9.9,10.4,10.4,10.3,10.3,9.9,10.4,10.4,10.3,10.3,10.3,10.3,10.3,9.9,10.6,10.3,10.3,10.3,9.9,10.6,10.4,10.7,10.0,10.4,10.5,10.4,10.7,10.0,10.4,10.5
Marcus MADSEN,SHSWEM1708199401,SWE,10.7,10.9,10.2,10.7,10.5,10.7,10.9,10.2,10.7,10.5,10.2,10.3,10.6,10.5,10.5,10.2,10.3,10.6,10.5,10.5,10.0,10.7,10.5,10.2,10.2,10.0,10.7,10.5,10.2,10.2,9.7,10.3,10.2,10.1,10.1,9.7,10.3,10.2,10.1,10.1,9.6,10.7,9.4,10.4,10.5,9.6,10.7,9.4,10.4,10.5,10.5,9.6,10.5,10.5,10.8,10.5,9.6,10.5,10.5,10.8
Cory NIEFER,SHCANM1810197501,CAN,9.7,9.1,9.5,10.1,10.1,9.7,9.1,9.5,10.1,10.1,10.4,10.2,10.2,9.3,9.9,10.4,10.2,10.2,9.3,9.9,10.7,10.4,9.2,10.5,9.5,10.7,10.4,9.2,10.5,9.5,9.5,10.4,10.3,9.9,10.9,9.5,10.4,10.3,9.9,10.9,10.3,10.1,10.0,10.7,10.8,10.3,10.1,10.0,10.7,10.8,9.0,10.2,10.2,10.2,10.8,9.0,10.2,10.2,10.2,10.8
Yang Yeh CHUNG,SHTPEM1205199301,TPE,10.7,10.3,10.2,10.5,10.0,10.7,10.3,10.2,10.5,10.0,10.4,10.3,9.7,9.4,10.8,10.4,10.3,9.7,9.4,10.8,10.4,9.7,10.8,9.4,9.3,10.4,9.7,10.8,9.4,9.3,10.2,10.5,10.5,10.1,10.8,10.2,10.5,10.5,10.1,10.8,10.9,9.2,9.6,9.7,10.0,10.9,9.2,9.6,9.7,10.0,10.3,10.5,10.2,10.3,10.0,10.3,10.5,10.2,10.3,10.0
