Emiliano CONCHA-TORO,SHCOLM1112199701,COL,10.0,9.3,8.7,10.2,8.7,10.0,9.3,8.7,10.2,8.7,9.2,9.0,8.5,10.3,10.2,9.2,9.0,8.5,10.3,10.2,9.2,10.2,9.7,9.6,10.7,9.2,10.2,9.7,9.6,10.7,8.9,9.6,9.4,10.4,10.1,8.9,9.6,9.4,10.4,10.1,9.8,10.2,10.3,10.7,9.2,9.8,10.2,10.3,10.7,9.2,9.6,10.5,10.2,9.4,9.0,9.6,10.5,10.2,9.4,9.0
Steffen OLSEN,SHDENM3001198001,DEN,10.5,10.2,10.4,9.9,10.1,10.5,10.2,10.4,9.9,10.1,10.2,10.2,10.5,10.6,10.2,10.2,10.2,10.5,10.6,10.2,10.8,10.5,10.3,10.3,9.8,10.8,10.5,10.3,10.3,9.8,10.2,10.6,9.9,10.8,10.3,10.2,10.6,9.9,10.8,10.3,10.5,10.4,9.9,10.5,10.7,10.5,10.4,9.9,10.5,10.7,10.8,9.5,10.1,10.5,10.3,10.8,9.5,10.1,10.5,10.3
Bernhard PICKL,SHAUTM0303199101,AUT,10.3,10.3,10.0,10.7,10.7,10.3,10.3,10.0,10.7,10.7,9.9,10.5,9.4,10.7,10.6,9.9,10.5,9.4,10.7,10.6,10.2,10.6,10.2,9.7,9.8,10.2,10.6,10.2,9.7,9.8,10.5,10.3,10.7,10.4,10.8,10.5,10.3,10.7,10.4,10.8,10.7,10.5,10.3,10.7,10.9,10.7,10.5,10.3,10.7,10.9,10.0,9.8,10.6,10.1,10.9,10.0,9.8,10.6,10.1,10.9
Michael JANKER,SHGERM2303199201,GER,10.5,9.7,10.5,10.6,9.8,10.5,9.7,10.5,10.6,9.8,10.4,10.2,10.3,9.6,10.7,10.4,10.2,10.3,9.6,10.7,10.4,10.6,10.3,9.9,10.2,10.4,10.6,10.3,9.9,10.2,10.6,10.3,10.7,10.5,10.3,10.6,10.3,10.7,10.5,10.3,10.7,10.3,10.4,10.7,10.4,10.7,10.3,10.4,10.7,10.4,10.2,10.0,10.4,10.0,10.3,10.2,10.0,10.4,10.0,10.3
Abdulaziz ALROWAIEI,SHBRNM2011198901,BRN,10.2,10.1,9.8,10.8,10.3,10.2,10.1,9.8,10.8,10.3,10.1,10.4,10.5,10.3,10.3,10.1,10.4,10.5,10.3,10.3,9.9,10.2,9.9,10.6,10.5,9.9,10.2,9.9,10.6,10.5,9.3,10.3,10.6,10.0,10.5,9.3,10.3,10.6,10.0,10.5,10.2,9.2,10.4,10.9,10.5,10.2,9.2,10.4,10.9,10.5,10.8,10.0,10.0,10.1,10.5,10.8,10.0,10.0,10.1,10.5
Jorge QUESADA,SHCRCM0402196101,CRC,8.6,10.6,9.9,8.5,9.3,8.6,10.6,9.9,8.5,9.3,9.4,9.9,9.0,8.4,10.0,9.4,9.9,9.0,8.4,10.0,10.0,9.3,9.5,10.4,9.8,10.0,9.3,9.5,10.4,9.8,10.4,10.4,9.7,9.1,10.7,10.4,10.4,9.7,9.1,10.7,9.7,10.6,10.4,8.4,10.2,9.7,10.6,10.4,8.4,10.2,9.5,9.2,8.7,6.9,10.6,9.5,9.2,8.7,6.9,10.6
Thomas MATHIS,SHAUTM2504199001,AUT,10.8,10.3,10.1,10.5,10.2,10.8,10.3,10.1,10.5,10.2,10.7,9.8,10.1,10.4,10.2,10.7,9.8,10.1,10.4,10.2,9.7,10.5,10.6,10.4,9.8,9.7,10.5,10.6,10.4,9.8,10.3,10.7,10.8,10.2,10.0,10.3,10.7,10.8,10.2,10.0,10.4,10.5,10.4,10.7,9.5,10.4,10.5,10.4,10.7,9.5,9.7,10.3,10.3,10.3,10.4,9.7,10.3,10.3,10.3,10.4
Nazar LOUGINETS,SHRUSM3105198901,RUS,10.6,10.1,10.9,10.6,10.4,10.6,10.1,10.9,10.6,10.4,10.7,10.4,10.7,10.7,10.8,10.7,10.4,10.7,10.7,10.8,10.6,10.4,10.4,10.6,10.5,10.6,10.4,10.4,10.6,10.5,10.6,10.7,10.6,10.8,10.5,10.6,10.7,10.6,10.8,10.5,10.6,10.6,10.1,10.1,10.8,10.6,10.6,10.1,10.1,10.8,10.6,10.8,9.4,10.6,10.7,10.6,10.8,9.4,10.6,10.7
Leor Ovadia MADLAL,SHISRM2205199001,ISR,10.6,9.3,10.7,10.6,10.1,10.6,9.3,10.7,10.6,10.1,10.4,10.0,10.3,10.4,10.6,10.4,10.0,10.3,10.4,10.6,10.0,10.7,10.4,10.8,10.6,10.0,10.7,10.4,10.8,10.6,10.2,10.6,9.8,9.5,10.3,10.2,10.6,9.8,9.5,10.3,10.7,10.3,10.7,10.7,9.9,10.7,10.3,10.7,10.7,9.9,10.4,10.2,10.4,9.9,10.3,10.4,10.2,10.4,9.9,10.3
Meelis KIISK,SHESTM0406199101,EST,10.6,9.8,9.8,10.6,10.3,10.6,9.8,9.8,10.6,10.3,10.4,10.0,10.6,10.7,10.5,10.4,10.0,10.6,10.7,10.5,10.0,10.6,10.8,10.2,10.7,10.0,10.6,10.8,10.2,10.7,10.3,9.7,10.9,9.6,9.7,10.3,9.7,10.9,9.6,9.7,10.7,10.1,10.7,10.7,10.6,10.7,10.1,10.7,10.7,10.6,8.8,10.0,10.3,10.1,10.3,8.8,10.0,10.3,10.1,10.3
