


Police man
Salesman

Fireman




Sport Instructor




furniture maker
Service

Engineer

Sport Scientist
Army
Shooting Coach
Mager of Bleiker Sportsweapons

Shooter
, Army Reserves
Business Magment
Mager

Soldier
Police man





Physician
Army


School secetary
Gunmaker


Trade Union Secretary
College 


Soldier

Shooting



Accountant


Shooting








Estudia
Medical Masseur



High school teacher
Air Force Oman


Shooter


Office Worker

CAD Instructor
Instructor of sport

Dentist assistant


Lawyer
Polymechanic

vy

,






Electrician

professiol shooter

Soldier

Shooter


Mechanic

Army
Employer

Armed Forces


work at office and shooting club
forest warden
Polymecanicien

air born


Police

Flooring technician
Project Mager
Sport Instructor

Army Officer


Army Sports Instructor
, Privatier


Employee


Officer

pupil
Non commissioned officer (NCO)
Army

Bank Clerk
Sports instructor

Coach



Engineer



Shooter


Soldier


, , val officer

Teacher
Shooter
Office worker
Cook


Office worker

 and 

Estudean

Building Engineer



Sport Psychologist
Freelancer




Nurse

Air Force Oman
Army Officer


Office worker


Police
, Officer




Banker

College 
 Officer

Shooter

Physiotherapist

Air Force Oman
Veteriry Surgeon
Soldier

Health Coach
Shooter
Coach
police
Coach



, physical therapist
Soldier
Watchmake

Sportsmen


Weapon Engineer
Security Officer

Shooter
Police Officer
Sportsmen
Trainer 



Sportsman tiol Team


Lab technician
Shooter and Coach



Graphic Designer/Web Programmer
Shooting Instructor



, , val officer
Coach


SAP Consultant




Policeman


Office Worker

Teacher


Office Worker
tourism magement
Government Service
Senior inspector



 / 
Soldier

Police Officer
mechanical designer
vy



Government Service


Army
teacher in kindergarden
Business Services Mager
Painter
Soldier
Soldier


Customs

Ejercito de Chile

Non commissioned Officer

Gnencia Deportiva

Sportsman
Secretary
Office Mager


Ticher


Banker


Engineer




Army Officer


Electrician




mechatronical engineer MSc
Sports mager (Bachelor)


Economic

Police





Ingeneer, Athtlete

Industrial business magement assistent

Economist
shooter
